18,56,30
65,59,30
13,22,30
35,38,30
68,52,30
35,70,30
91,9,30
88,79,30
63,61,30
48,59,30
39,92,30
63,0,30
87,13,30
51,1,30
69,28,30
90,53,30
51,21,30
60,74,30
95,84,30
98,40,30
9,51,30
71,70,30
72,15,30
50,33,30
49,23,30
15,54,30
32,44,30
87,38,30
97,0,30
73,60,30
54,96,30
65,92,30
26,31,30
76,53,30
74,58,30
85,97,30
80,22,30
76,77,30
86,16,30
62,50,30
8,17,29
94,32,29
48,51,29
25,93,29
98,75,29
30,63,29
28,51,29
0,24,29
85,92,29
74,22,29
55,40,29
22,8,29
40,87,29
42,41,29
0,85,29
21,23,29
22,61,29
9,96,29
25,91,29
20,91,29
65,61,29
89,77,29
13,10,29
28,72,29
7,3,29
12,54,29
11,20,29
31,23,29
7,96,29
39,14,29
1,14,29
56,33,29
12,57,29
84,12,29
97,5,29
9,32,29
90,3,29
44,49,29
74,43,29
58,40,29
80,7,29
21,37,29
94,10,29
36,32,29
42,14,29
49,6,29
44,14,29
78,60,29
87,36,29
41,89,29
64,74,29
95,41,29
28,33,29
55,89,29
49,97,29
29,59,29
82,40,29
48,47,29
37,46,29
90,4,29
60,67,29
60,37,29
60,39,29
41,66,29
87,7,29
15,93,29
52,55,29
12,64,29
60,75,29
76,27,29
53,78,29
51,70,29
16,5,29
75,42,29
64,53,29
89,86,29
16,46,29
77,92,29
33,18,29
28,56,29
43,4,29
43,18,29
69,23,29
78,45,29
91,32,29
19,52,29
16,14,29
16,60,29
40,25,29
10,94,29
10,28,29
89,45,29
13,83,29
76,29,29
61,20,29
33,19,29
82,22,29
36,55,29
0,68,29
70,29,29
99,96,29
22,50,29
37,66,29
55,68,29
1,58,29
46,36,29
32,18,29
46,72,29
52,93,29
52,51,29
59,77,29
81,66,29
15,60,29
62,65,29
10,91,29
83,70,29
85,63,29
95,79,29
48,78,29
90,73,29
85,48,29
39,71,29
91,91,29
43,36,29
69,31,29
62,80,29
95,81,29
64,71,29
27,85,29
52,23,29
96,22,29
94,59,29
21,69,29
58,29,29
10,86,29
54,98,29
59,34,29
60,57,29
39,53,29
45,83,29
99,74,29
25,97,29
75,22,29
59,24,28
20,97,28
97,92,28
68,66,28
96,43,28
55,61,28
41,57,28
92,69,28
51,48,28
21,76,28
73,25,28
1,84,28
18,85,28
25,0,28
27,28,28
70,59,28
50,96,28
82,18,28
45,11,28
78,47,28
31,73,28
92,53,28
86,19,28
59,2,28
73,79,28
25,38,28
40,47,28
29,35,28
90,15,28
81,93,28
34,96,28
82,60,28
43,73,28
21,10,28
34,15,28
70,63,28
77,16,28
49,25,28
50,58,28
43,40,28
90,75,28
3,29,28
18,33,28
29,93,28
0,94,28
7,30,28
7,48,28
64,92,28
5,87,28
34,75,28
77,52,28
21,78,28
10,12,28
74,14,28
36,74,28
80,27,28
34,29,28
44,77,28
56,61,28
30,64,28
67,19,28
4,38,28
54,38,28
25,33,28
50,81,28
0,86,28
21,57,28
63,87,28
22,36,28
84,46,28
45,22,28
87,59,28
16,21,28
57,27,28
97,63,28
63,31,28
39,96,28
77,93,28
13,57,28
84,54,28
4,23,28
40,92,28
87,96,28
51,82,28
20,14,28
45,74,28
27,70,28
93,39,28
29,33,28
93,28,28
45,57,28
8,19,28
4,55,28
18,84,28
62,98,28
56,65,28
11,5,28
91,15,28
0,9,28
42,72,28
51,57,28
73,76,28
41,99,28
82,69,28
11,66,28
36,68,28
75,79,28
54,64,28
35,15,28
69,91,28
34,6,28
92,70,28
64,56,28
4,56,28
59,83,28
79,30,28
6,22,28
57,66,28
95,73,28
71,94,28
7,74,28
31,17,28
51,20,28
21,0,28
83,53,28
88,66,28
99,2,28
3,70,28
76,68,28
16,19,28
93,95,28
8,42,28
44,50,28
88,37,28
23,97,28
19,63,28
97,42,28
45,75,28
49,57,28
26,18,28
33,98,28
88,70,28
69,20,28
24,44,28
59,37,28
42,37,28
51,94,28
85,49,28
86,28,28
5,95,28
66,33,28
53,10,28
32,99,28
18,89,28
58,49,28
60,25,28
15,86,28
74,61,28
45,23,28
32,35,28
5,42,28
78,18,28
74,85,28
29,56,28
55,17,28
13,15,28
13,28,28
7,7,28
85,85,28
82,59,28
40,22,28
19,76,28
19,20,28
0,29,28
79,38,28
21,29,28
38,4,28
75,6,28
31,42,28
35,12,28
47,49,28
35,10,28
62,44,28
18,99,28
43,56,28
1,64,28
59,17,28
54,58,28
72,67,28
96,88,28
92,39,28
74,21,28
54,60,28
39,6,28
30,44,28
76,65,27
64,23,27
89,12,27
62,96,27
83,88,27
60,92,27
78,27,27
18,74,27
52,71,27
71,8,27
81,35,27
44,73,27
8,1,27
31,51,27
47,20,27
79,72,27
30,58,27
81,40,27
96,35,27
95,24,27
6,34,27
8,78,27
27,6,27
32,9,27
55,83,27
41,25,27
27,2,27
9,50,27
29,46,27
49,79,27
16,88,27
68,61,27
50,2,27
79,3,27
97,70,27
24,62,27
48,7,27
95,35,27
83,16,27
11,1,27
86,56,27
82,43,27
75,20,27
90,79,27
95,20,27
94,28,27
63,45,27
51,52,27
14,93,27
2,36,27
74,26,27
39,24,27
30,4,27
43,13,27
7,86,27
9,65,27
4,47,27
54,17,27
56,9,27
63,14,27
21,54,27
92,32,27
59,78,27
42,19,27
40,50,27
86,66,27
33,64,27
63,23,27
94,27,27
28,46,27
98,0,27
93,34,27
35,76,27
8,59,27
54,95,27
84,79,27
95,93,27
18,86,27
28,41,27
5,88,27
55,77,27
98,11,27
64,99,27
89,79,27
36,84,27
70,14,27
92,38,27
35,96,27
17,86,27
16,8,27
83,78,27
86,15,27
13,72,27
21,71,27
19,26,27
64,11,27
56,42,27
68,70,27
29,50,27
43,7,27
8,14,27
11,38,27
0,46,27
48,37,27
97,73,27
50,21,27
76,91,27
64,33,27
26,41,27
71,5,27
20,87,27
90,6,27
61,57,27
60,20,27
2,58,27
89,20,27
9,86,27
5,98,27
94,84,27
52,33,27
30,53,27
70,25,27
0,15,27
53,91,27
95,10,27
99,88,27
68,4,27
39,28,27
23,94,27
93,52,27
88,58,27
82,9,27
4,66,27
21,33,27
24,30,27
34,35,27
75,92,27
94,41,27
86,0,27
61,9,27
85,68,27
12,61,27
97,83,27
80,36,27
19,42,27
76,79,27
36,81,27
99,14,27
56,51,27
57,90,27
82,87,27
63,20,27
98,98,27
78,34,27
91,71,27
12,32,27
38,69,27
66,74,27
44,8,27
32,88,27
58,95,27
33,82,27
75,91,27
2,43,27
83,95,27
58,98,27
3,96,27
25,85,27
77,81,27
75,16,27
82,66,27
6,71,27
47,82,27
75,81,27
27,67,27
28,43,27
25,69,27
96,9,27
87,9,27
91,61,27
67,16,27
19,2,27
87,41,27
95,40,27
70,3,27
45,58,27
77,38,27
96,44,27
44,28,27
29,21,27
0,28,27
64,49,27
71,62,27
25,84,27
32,59,27
23,10,27
96,60,27
20,47,27
93,77,27
11,49,27
82,76,27
66,41,27
94,53,27
99,43,27
77,88,27
25,43,27
60,64,27
42,44,27
96,14,27
78,39,27
66,72,27
77,17,27
81,92,27
58,46,27
24,94,27
33,93,27
9,39,27
77,99,27
80,65,27
20,48,27
1,79,27
33,76,27
18,77,27
38,40,27
60,60,27
62,30,27
25,16,27
88,99,27
97,71,27
9,60,27
83,74,27
55,6,27
57,73,27
63,19,27
82,48,27
77,18,27
41,15,27
12,0,27
60,55,27
51,44,27
86,96,27
0,19,27
2,16,27
78,31,27
90,22,27
92,44,27
77,49,27
43,27,27
54,55,27
29,90,27
15,17,27
20,16,27
48,41,27
92,66,27
71,36,27
63,63,27
14,51,27
4,68,27
44,68,27
76,24,26
53,96,26
11,84,26
4,49,26
31,82,26
12,10,26
41,94,26
91,6,26
82,82,26
28,84,26
17,63,26
93,31,26
99,82,26
39,21,26
9,79,26
41,81,26
89,94,26
87,56,26
38,44,26
34,45,26
89,56,26
4,9,26
80,48,26
22,64,26
9,28,26
34,8,26
31,91,26
24,82,26
32,33,26
52,29,26
33,81,26
64,25,26
33,3,26
55,36,26
5,92,26
64,81,26
35,16,26
41,30,26
73,65,26
63,48,26
67,0,26
40,96,26
99,23,26
69,43,26
48,25,26
77,96,26
52,78,26
11,55,26
45,73,26
73,22,26
11,35,26
51,29,26
54,57,26
42,76,26
20,41,26
41,35,26
80,93,26
61,30,26
22,26,26
43,16,26
22,7,26
93,46,26
93,94,26
77,25,26
74,56,26
15,6,26
14,43,26
8,99,26
67,97,26
85,22,26
35,27,26
3,8,26
13,20,26
66,10,26
67,47,26
49,5,26
18,12,26
40,40,26
22,35,26
69,44,26
19,53,26
37,29,26
77,59,26
17,47,26
43,96,26
58,17,26
46,50,26
73,21,26
75,30,26
77,2,26
30,30,26
45,67,26
2,14,26
41,33,26
80,70,26
15,28,26
8,26,26
27,83,26
34,28,26
63,43,26
55,15,26
42,95,26
63,38,26
94,77,26
78,30,26
2,55,26
86,10,26
37,70,26
3,88,26
23,56,26
32,65,26
27,33,26
1,82,26
84,6,26
91,4,26
24,31,26
36,94,26
77,3,26
43,85,26
75,32,26
88,11,26
62,66,26
6,2,26
53,99,26
95,38,26
4,82,26
77,30,26
84,29,26
87,88,26
83,35,26
89,90,26
88,81,26
99,36,26
95,30,26
9,30,26
32,38,26
48,69,26
99,70,26
62,51,26
90,96,26
61,33,26
31,25,26
30,77,26
92,29,26
60,71,26
67,15,26
63,64,26
97,10,26
36,80,26
58,63,26
80,40,26
80,67,26
52,34,26
59,20,26
31,34,26
57,74,26
57,17,26
30,27,26
61,65,26
75,59,26
5,38,26
24,29,26
50,6,26
12,8,26
19,21,26
8,56,26
45,19,26
84,5,26
91,49,26
45,27,26
15,45,26
5,64,26
81,73,26
8,38,26
69,63,26
12,41,26
6,78,26
79,91,26
58,94,26
51,83,26
36,19,26
33,75,26
1,59,26
17,98,26
78,66,26
31,63,26
9,36,26
46,13,26
78,40,26
14,29,26
2,44,26
10,68,26
54,9,26
22,89,26
50,70,26
18,8,26
44,67,26
35,2,26
4,14,26
80,41,26
65,67,26
38,73,26
69,68,26
55,37,26
71,80,26
98,61,26
43,26,26
37,52,26
96,31,26
93,87,26
87,53,26
75,1,26
28,24,26
51,45,26
96,96,26
66,36,26
71,23,26
33,78,26
73,96,26
55,33,26
49,9,26
86,33,26
54,88,26
45,64,26
16,42,26
29,64,26
58,93,26
38,91,26
60,29,26
19,75,26
46,71,26
73,29,26
33,15,26
92,45,26
82,80,26
57,28,26
76,33,26
77,32,26
85,53,26
57,31,26
19,43,26
21,90,26
19,84,26
94,2,26
13,92,26
0,48,26
40,16,26
13,68,26
76,14,26
75,84,26
46,38,26
80,95,26
25,87,26
36,42,26
10,90,26
59,33,26
3,3,26
97,74,26
47,18,26
84,61,26
50,43,26
71,35,26
45,62,26
98,85,26
73,69,26
37,59,26
8,77,26
41,29,26
88,56,26
97,61,26
82,57,26
8,85,26
20,0,26
0,62,26
57,63,26
39,23,26
5,81,26
91,80,26
62,83,26
98,92,26
42,65,26
3,44,26
87,43,26
72,38,26
96,95,26
6,79,26
1,89,26
38,93,26
98,35,26
32,19,26
91,33,26
83,42,26
3,1,26
91,84,26
59,99,26
45,2,26
63,42,26
64,1,26
7,97,26
98,31,26
45,37,26
85,19,26
52,81,26
32,15,26
14,92,26
61,5,26
41,76,26
78,64,26
70,31,26
15,31,26
57,65,26
42,97,26
95,78,26
87,34,26
58,53,26
97,15,26
81,46,26
78,7,26
5,23,26
92,31,26
69,27,26
32,23,26
70,78,26
15,41,26
28,75,26
92,50,26
59,26,26
56,8,25
55,0,25
81,52,25
26,14,25
99,76,25
21,27,25
9,94,25
75,40,25
50,15,25
63,2,25
59,31,25
6,41,25
68,79,25
41,49,25
90,49,25
28,29,25
57,83,25
1,87,25
24,15,25
87,76,25
84,59,25
22,97,25
58,14,25
82,33,25
65,75,25
14,85,25
69,24,25
42,86,25
76,20,25
96,3,25
46,77,25
25,7,25
50,22,25
74,92,25
69,56,25
67,58,25
27,75,25
88,35,25
56,12,25
66,27,25
44,84,25
62,7,25
80,6,25
11,97,25
75,71,25
27,58,25
50,10,25
38,10,25
94,35,25
1,26,25
88,40,25
7,16,25
21,40,25
31,87,25
77,79,25
17,11,25
28,62,25
84,11,25
19,80,25
24,0,25
28,88,25
21,48,25
30,78,25
52,98,25
36,30,25
11,77,25
23,99,25
3,25,25
99,50,25
75,68,25
36,90,25
50,0,25
84,0,25
35,7,25
67,8,25
99,71,25
46,19,25
25,28,25
30,54,25
49,39,25
42,28,25
94,46,25
81,17,25
30,89,25
94,49,25
44,62,25
18,80,25
64,62,25
69,16,25
47,35,25
61,36,25
4,6,25
67,42,25
19,66,25
52,63,25
92,99,25
77,97,25
96,18,25
79,35,25
89,63,25
86,78,25
66,91,25
3,7,25
3,9,25
6,51,25
98,59,25
50,19,25
59,29,25
15,95,25
59,86,25
93,69,25
68,48,25
49,76,25
50,79,25
0,5,25
9,11,25
20,7,25
29,52,25
97,65,25
62,75,25
79,25,25
91,23,25
41,60,25
38,19,25
73,1,25
86,49,25
10,41,25
20,86,25
55,41,25
16,30,25
16,54,25
53,46,25
52,31,25
52,8,25
89,57,25
43,66,25
91,69,25
45,10,25
61,58,25
39,73,25
40,1,25
11,92,25
63,76,25
64,6,25
11,93,25
52,9,25
63,74,25
46,52,25
18,0,25
58,22,25
27,35,25
80,87,25
45,48,25
70,28,25
5,76,25
68,58,25
69,78,25
11,63,25
59,62,25
2,18,25
9,38,25
24,21,25
10,13,25
44,71,25
87,26,25
53,68,25
24,60,25
67,2,25
88,13,25
32,12,25
97,36,25
34,1,25
61,95,25
21,14,25
39,43,25
26,83,25
28,8,25
22,63,25
24,64,25
60,3,25
91,37,25
34,97,25
35,29,25
43,47,25
75,31,25
98,99,25
75,45,25
16,67,25
19,35,25
87,11,25
41,98,25
87,82,25
80,50,25
73,97,25
96,21,25
99,11,25
33,74,25
14,46,25
8,55,25
7,13,25
66,95,25
30,10,25
56,20,25
31,12,25
2,46,25
96,51,25
37,96,25
89,50,25
67,62,25
68,51,25
96,90,25
89,80,25
73,11,25
78,3,25
50,30,25
89,17,25
98,18,25
33,87,25
84,67,25
6,31,25
38,42,25
85,40,25
69,83,25
31,68,25
70,45,25
95,76,25
24,58,25
5,84,25
34,71,25
37,31,25
95,56,25
56,89,25
5,59,25
57,49,25
22,71,25
13,91,25
49,90,25
85,28,25
69,89,25
66,61,25
56,24,25
12,13,25
43,82,25
56,35,25
15,13,25
74,83,25
60,22,25
23,31,25
77,70,25
38,64,25
26,48,25
70,79,25
20,15,25
88,16,25
23,35,25
77,8,25
27,56,25
13,96,25
44,55,25
69,90,25
38,67,25
16,18,25
35,95,25
75,46,25
92,48,25
68,10,25
25,15,25
14,61,25
94,80,25
76,0,25
77,74,25
83,62,25
26,35,25
90,89,25
94,79,25
21,94,25
66,51,25
0,93,25
93,26,25
6,15,25
84,96,25
22,6,25
56,40,25
57,79,25
79,37,25
79,55,25
0,69,25
39,10,25
83,26,25
26,76,25
15,88,25
87,6,25
96,77,25
35,18,25
51,37,25
60,16,25
71,42,25
38,31,25
32,67,25
93,11,25
25,5,25
11,21,25
25,70,25
36,91,25
37,71,25
59,94,25
67,25,25
93,60,25
8,91,25
9,24,25
26,46,25
6,61,25
54,21,25
38,41,25
1,61,25
4,92,25
92,95,25
97,18,25
88,20,25
4,27,25
39,3,25
32,55,25
21,11,25
67,82,25
6,94,25
64,78,25
95,4,25
62,37,25
11,86,25
37,67,25
2,27,25
92,76,25
94,39,25
1,6,25
88,50,25
63,44,25
28,63,25
57,42,25
18,49,25
52,41,25
69,11,25
71,46,25
36,57,25
98,15,25
60,4,25
36,83,25
81,81,25
5,49,25
90,18,25
51,2,25
49,26,25
18,48,25
91,13,25
38,27,25
86,1,25
26,7,25
89,10,25
52,73,25
88,52,25
88,84,25
1,73,25
91,79,25
36,56,25
84,90,25
40,34,25
82,35,25
16,90,25
41,34,25
31,27,25
23,7,25
90,47,25
74,27,25
11,75,25
83,90,25
33,48,25
12,66,25
51,36,25
79,87,25
50,62,25
46,59,25
86,17,25
81,72,25
3,36,25
89,66,25
79,75,25
97,48,25
31,54,25
89,42,25
1,41,25
13,0,25
13,75,25
20,18,25
54,27,25
96,68,25
21,67,25
89,24,25
23,5,25
10,78,25
29,27,25
31,93,25
28,82,25
84,42,25
12,22,25
60,12,25
66,81,25
37,45,25
48,10,25
2,68,25
38,39,25
7,41,25
13,44,25
68,90,25
16,82,25
8,15,25
24,55,25
8,0,25
84,19,25
9,74,25
97,2,24
73,43,24
22,72,24
48,73,24
81,23,24
86,59,24
15,91,24
73,15,24
18,42,24
34,0,24
28,4,24
7,15,24
85,27,24
40,7,24
27,49,24
24,85,24
21,91,24
61,37,24
53,9,24
32,48,24
56,59,24
81,68,24
45,70,24
14,40,24
76,93,24
42,82,24
8,97,24
28,50,24
55,16,24
38,51,24
93,19,24
62,84,24
65,10,24
68,19,24
34,36,24
74,63,24
40,26,24
1,16,24
14,34,24
26,49,24
42,50,24
5,12,24
58,69,24
80,55,24
3,66,24
41,83,24
82,36,24
41,45,24
64,26,24
75,58,24
11,76,24
59,76,24
48,26,24
15,37,24
17,2,24
36,6,24
51,3,24
43,0,24
74,82,24
45,39,24
92,42,24
46,80,24
30,26,24
89,89,24
80,14,24
95,42,24
80,33,24
8,67,24
92,5,24
67,91,24
74,0,24
92,64,24
15,74,24
7,21,24
42,36,24
64,9,24
49,41,24
92,94,24
22,16,24
99,75,24
52,82,24
76,46,24
11,3,24
91,29,24
80,92,24
65,76,24
71,18,24
79,48,24
34,93,24
20,96,24
74,66,24
45,63,24
2,15,24
40,15,24
37,6,24
81,30,24
93,84,24
93,72,24
70,7,24
52,52,24
93,4,24
72,37,24
11,72,24
10,93,24
53,24,24
85,88,24
68,18,24
52,39,24
38,76,24
93,86,24
85,52,24
68,28,24
97,56,24
96,36,24
87,66,24
37,48,24
31,84,24
37,5,24
85,65,24
91,28,24
53,83,24
66,96,24
98,29,24
44,79,24
89,14,24
4,13,24
30,15,24
34,85,24
97,38,24
71,6,24
65,23,24
36,41,24
81,21,24
26,55,24
54,74,24
52,64,24
94,65,24
43,8,24
76,1,24
3,68,24
96,50,24
98,10,24
88,22,24
40,51,24
67,72,24
96,98,24
59,91,24
67,33,24
20,38,24
72,50,24
72,97,24
48,40,24
52,74,24
43,25,24
86,82,24
69,72,24
67,23,24
99,19,24
81,10,24
38,36,24
81,8,24
29,72,24
50,54,24
73,26,24
43,94,24
30,95,24
37,24,24
96,64,24
48,62,24
63,89,24
49,2,24
71,13,24
19,22,24
13,21,24
46,92,24
10,48,24
13,46,24
17,61,24
14,36,24
30,84,24
47,86,24
27,32,24
4,52,24
25,67,24
72,27,24
36,72,24
60,0,24
43,1,24
0,27,24
59,42,24
12,3,24
32,85,24
38,52,24
67,37,24
33,66,24
3,65,24
7,78,24
23,28,24
63,24,24
66,71,24
1,7,24
55,69,24
37,81,24
82,51,24
57,99,24
42,47,24
21,93,24
51,68,24
47,52,24
71,54,24
47,80,24
93,23,24
54,94,24
23,30,24
34,38,24
60,66,24
92,9,24
46,63,24
86,88,24
39,44,24
27,64,24
9,66,24
56,18,24
79,74,24
97,96,24
98,82,24
2,85,24
37,51,24
22,11,24
11,73,24
50,72,24
44,27,24
35,35,24
39,64,24
24,12,24
74,64,24
49,48,24
59,69,24
28,35,24
59,9,24
70,10,24
14,95,24
86,27,24
84,25,24
84,97,24
6,98,24
35,22,24
12,39,24
76,21,24
90,87,24
62,33,24
2,67,24
19,73,24
53,85,24
79,27,24
80,57,24
19,46,24
24,13,24
67,59,24
45,3,24
69,7,24
72,2,24
46,32,24
38,53,24
72,78,24
98,96,24
2,8,24
72,86,24
6,70,24
73,54,24
8,30,24
16,53,24
4,67,24
72,6,24
27,20,24
81,79,24
87,73,24
33,17,24
63,93,24
33,71,24
61,24,24
34,94,24
20,5,24
17,46,24
46,81,24
57,30,24
4,16,24
98,16,24
73,52,24
90,84,24
96,65,24
45,43,24
5,43,24
8,7,24
10,65,24
14,99,24
52,92,24
1,71,24
15,8,24
59,71,24
87,90,24
36,35,24
84,32,24
83,1,24
76,99,24
90,56,24
66,53,24
87,31,24
30,86,24
47,13,24
58,8,24
27,99,24
99,87,24
9,47,24
38,89,24
65,13,24
79,78,24
42,80,24
11,36,24
70,23,24
28,22,24
7,5,24
32,51,24
2,87,24
61,0,24
80,37,24
56,64,24
72,72,24
4,86,24
35,88,24
32,0,24
93,55,24
74,79,24
68,75,24
23,13,24
9,75,24
92,52,24
13,31,24
18,29,24
50,92,24
55,43,24
27,51,24
39,91,24
69,79,24
66,87,24
88,85,24
90,38,24
17,79,24
76,10,24
17,31,24
15,89,24
60,51,24
7,77,24
52,79,24
67,43,24
14,66,24
9,70,24
43,78,24
84,18,24
63,30,24
44,63,24
11,46,24
2,32,24
47,38,24
88,33,24
36,65,24
95,57,24
57,69,24
75,21,24
53,60,24
94,91,24
32,57,24
38,1,24
19,65,24
52,47,24
62,38,24
5,44,24
10,57,24
5,96,24
89,91,24
85,78,24
10,80,24
6,35,24
74,55,24
91,42,24
81,61,24
39,27,24
4,93,24
39,84,24
70,43,24
60,98,24
51,31,24
68,62,24
43,55,24
77,11,24
70,26,24
45,25,24
53,86,24
5,48,24
39,39,24
66,83,24
62,78,24
6,86,24
11,16,24
30,55,24
44,33,24
93,49,24
74,51,24
70,30,24
27,93,24
35,41,24
64,42,24
9,71,24
49,99,24
55,7,24
94,87,24
70,42,24
38,98,24
94,43,24
32,84,24
62,60,24
72,31,24
95,26,24
55,21,24
4,96,24
81,13,24
43,77,24
4,17,24
26,51,24
7,36,24
11,2,24
1,20,24
77,51,24
75,18,24
58,85,24
12,79,24
4,41,24
72,28,24
0,33,24
64,97,24
36,98,24
44,54,24
43,2,24
36,86,24
31,16,24
75,69,24
13,19,24
55,26,24
9,33,24
4,5,24
31,13,24
13,74,24
65,72,24
83,4,24
37,97,24
4,10,24
98,74,24
70,74,24
32,10,24
26,8,24
72,58,24
15,69,24
11,43,24
74,96,24
63,98,24
34,12,24
45,5,24
25,31,24
90,83,24
40,89,24
45,12,24
49,36,24
85,86,24
4,51,24
77,67,24
25,72,24
57,2,24
82,26,24
46,29,24
14,30,24
17,71,24
8,24,24
31,2,24
58,77,24
97,28,24
91,39,24
73,68,24
76,78,24
52,61,24
0,12,24
95,8,24
80,53,24
0,80,24
86,34,24
30,19,24
28,27,24
48,99,24
68,65,24
23,83,24
61,45,24
10,25,24
9,53,24
89,85,24
82,64,24
14,68,24
3,84,24
94,8,24
85,11,24
70,17,24
24,69,24
94,51,24
67,1,24
50,97,24
64,88,24
83,43,24
92,80,24
75,41,24
10,45,24
78,73,24
85,56,24
77,15,24
77,1,24
74,86,24
18,20,24
54,6,24
17,81,24
65,58,24
21,24,24
42,67,24
86,85,24
20,52,24
25,90,24
92,61,24
94,38,24
55,79,24
23,25,24
52,66,24
18,91,24
24,33,24
48,82,24
25,51,24
65,7,24
79,62,24
35,60,24
93,45,24
28,16,24
10,4,24
11,74,24
33,47,24
63,60,24
29,45,24
27,39,24
49,92,24
61,72,24
31,30,24
22,29,24
32,60,24
86,2,24
2,76,24
36,99,24
76,42,24
19,68,24
74,45,24
32,29,24
66,43,24
58,99,24
18,90,24
90,65,24
76,40,24
68,3,24
35,79,24
8,82,24
9,4,24
56,36,24
64,72,24
85,8,24
66,6,23
95,64,23
58,13,23
80,94,23
18,55,23
84,70,23
81,28,23
19,6,23
28,39,23
64,52,23
41,78,23
47,25,23
54,56,23
40,3,23
56,43,23
77,76,23
85,2,23
89,38,23
83,8,23
30,60,23
69,95,23
34,81,23
67,89,23
71,0,23
57,64,23
85,82,23
17,56,23
59,89,23
6,27,23
90,72,23
72,69,23
81,96,23
23,8,23
77,33,23
30,3,23
62,9,23
50,26,23
39,66,23
69,93,23
10,81,23
43,28,23
29,15,23
9,81,23
96,79,23
11,41,23
25,89,23
70,66,23
67,24,23
42,92,23
73,23,23
74,67,23
55,64,23
0,36,23
91,16,23
29,54,23
47,62,23
42,98,23
68,37,23
18,15,23
37,38,23
82,73,23
3,59,23
32,14,23
88,4,23
70,69,23
27,22,23
70,50,23
69,17,23
68,81,23
75,82,23
43,11,23
38,75,23
91,52,23
25,99,23
98,36,23
16,16,23
29,24,23
56,23,23
20,20,23
9,64,23
48,35,23
98,7,23
57,97,23
15,80,23
90,1,23
70,95,23
30,67,23
29,36,23
58,30,23
43,19,23
10,14,23
8,44,23
46,33,23
62,49,23
28,90,23
68,49,23
33,11,23
88,90,23
46,40,23
45,93,23
50,48,23
1,91,23
24,53,23
5,37,23
25,61,23
58,35,23
88,23,23
27,42,23
13,32,23
6,84,23
94,81,23
33,6,23
66,84,23
18,25,23
80,82,23
41,90,23
94,34,23
40,76,23
15,71,23
17,26,23
45,35,23
64,40,23
27,73,23
89,23,23
91,82,23
5,6,23
10,55,23
20,82,23
43,54,23
7,25,23
64,66,23
85,91,23
27,40,23
76,54,23
21,6,23
88,59,23
99,13,23
30,93,23
9,58,23
43,32,23
74,91,23
32,68,23
82,29,23
18,36,23
86,29,23
59,16,23
29,87,23
83,92,23
68,0,23
89,11,23
60,76,23
95,61,23
34,78,23
20,2,23
3,33,23
72,33,23
60,36,23
13,24,23
23,11,23
69,97,23
96,61,23
7,32,23
44,86,23
79,56,23
0,64,23
18,97,23
60,89,23
95,19,23
90,7,23
82,27,23
5,46,23
37,44,23
4,20,23
65,8,23
98,43,23
11,15,23
64,57,23
7,14,23
32,52,23
52,24,23
52,38,23
42,2,23
58,6,23
78,10,23
82,68,23
45,87,23
25,83,23
14,5,23
72,16,23
23,20,23
47,2,23
63,26,23
69,59,23
28,67,23
83,94,23
57,91,23
5,31,23
